osm_id,landuse,building,geometry
17072849,industrial,,"POLYGON ((120.943421 14.2683305, 120.9432674 14.2682631, 120.9430079 14.2688607, 120.9430549 14.2688828, 120.9430736 14.2689036, 120.9430683 14.2689361, 120.9430353 14.2690129, 120.9429828 14.2689915, 120.9429197 14.2689658, 120.9426834 14.2694833, 120.9427522 14.2695106, 120.9427947 14.2695275, 120.9428135 14.269612, 120.9438245 14.2700173, 120.9441276 14.2689065, 120.9441671 14.2687619, 120.9440921 14.2686247, 120.943421 14.2683305))"
,,industrial,"POLYGON ((120.9439065 14.2695736, 120.9438779 14.2695616, 120.9440461 14.2691849, 120.9440118 14.2691706, 120.9440984 14.2689767, 120.9440363 14.2689507, 120.9441178 14.2687681, 120.9433398 14.2684418, 120.9428359 14.2695705, 120.9437389 14.2699492, 120.9439065 14.2695736))"
13371447,industrial,,"POLYGON ((120.9412315 14.2682785, 120.9411022 14.2683135, 120.9400964 14.270692, 120.9401737 14.2708655, 120.9409147 14.2711604, 120.9411827 14.2705646, 120.9412202 14.2694989, 120.9426834 14.2694833, 120.9429197 14.2689658, 120.9412315 14.2682785))"
,industrial,,"POLYGON ((120.960642 14.1735691, 120.9621626 14.1734903, 120.9621548 14.1725653, 120.9606099 14.1725029, 120.960642 14.1735691))"
,industrial,,"POLYGON ((120.9630913 14.1831506, 120.9648157 14.183447, 120.9648372 14.1827735, 120.9640574 14.1826855, 120.9632866 14.1825088, 120.9630913 14.1831506))"
8891667,industrial,,"POLYGON ((120.9630584 14.1843081, 120.9630202 14.1848978, 120.962986 14.1854263, 120.9659828 14.1857321, 120.9648162 14.1835792, 120.9641135 14.1834516, 120.9628841 14.1832289, 120.9627151 14.1842301, 120.9630584 14.1843081))"
,industrial,,"POLYGON ((120.9610015 14.1887512, 120.9618699 14.1887722, 120.9618209 14.1883137, 120.9595127 14.1882799, 120.9595087 14.1887289, 120.9609958 14.1889101, 120.9610015 14.1887512))"
14361028,industrial,,"POLYGON ((120.9624736 14.1945312, 120.9619995 14.1944667, 120.9620038 14.1954072, 120.9627431 14.1953538, 120.962695 14.1949532, 120.9626441 14.1945544, 120.9624736 14.1945312))"
,,industrial,"POLYGON ((120.9607263 14.2033447, 120.9608459 14.2025728, 120.9595576 14.2023944, 120.9592664 14.2031456, 120.9607263 14.2033447))"
,,industrial,"POLYGON ((120.9627471 14.2036161, 120.9628513 14.2028336, 120.9612982 14.2026392, 120.961194 14.2034218, 120.9627471 14.2036161))"
,industrial,,"POLYGON ((120.9656096 14.2049236, 120.9665173 14.204908, 120.9665013 14.2048186, 120.966408 14.2048332, 120.9663867 14.2047713, 120.9660459 14.2037862, 120.9661257 14.2037544, 120.9661161 14.2037175, 120.9661057 14.2036781, 120.9643067 14.2038159, 120.9632908 14.2037644, 120.9629154 14.203724, 120.9631363 14.2027144, 120.963042 14.2027034, 120.9611464 14.202479, 120.9594215 14.2022791, 120.9585382 14.2042519, 120.9623377 14.2046845, 120.9645312 14.2048317, 120.9655108 14.2048352, 120.9656096 14.2049236))"
,,industrial,"POLYGON ((120.9606059 14.2043463, 120.9606812 14.2035907, 120.9591412 14.2034466, 120.9590659 14.2042019, 120.9606059 14.2043463))"
,,industrial,"POLYGON ((120.9625684 14.20458, 120.9626658 14.2038336, 120.9611888 14.2036522, 120.9610913 14.2043989, 120.9625684 14.20458))"
,,industrial,"POLYGON ((120.964426 14.2047308, 120.9644705 14.2039549, 120.9631938 14.2038862, 120.9631493 14.2046619, 120.964426 14.2047308))"
,,industrial,"POLYGON ((120.965319 14.2047251, 120.9653212 14.2048057, 120.9655132 14.2048008, 120.9655109 14.204713, 120.9659592 14.2047015, 120.9659383 14.2039368, 120.9646583 14.2039696, 120.9646794 14.2047415, 120.965319 14.2047251))"
13342130,industrial,,"POLYGON ((120.9649521 14.2718291, 120.9660947 14.2722028, 120.9661607 14.2720703, 120.966233 14.2719254, 120.9651795 14.271601, 120.9649521 14.2718291))"
13853376,industrial,,"POLYGON ((120.9642197 14.2782333, 120.9642025 14.2782667, 120.965206 14.2788091, 120.9653132 14.2784954, 120.9654438 14.2783761, 120.9658264 14.2780268, 120.964622 14.2774485, 120.9642197 14.2782333))"
,,industrial,"POLYGON ((120.9566379 14.2848522, 120.956544 14.2847951, 120.9563106 14.2851979, 120.9564045 14.2852525, 120.9566379 14.2848522))"
,,industrial,"POLYGON ((120.9580035 14.2850392, 120.95733 14.2849835, 120.957311 14.2851995, 120.9579845 14.2852551, 120.9580035 14.2850392))"
8610987,industrial,,"POLYGON ((120.9594469 14.2856635, 120.9594615 14.285527, 120.959436 14.2855085, 120.9594417 14.285458, 120.9594467 14.2854145, 120.9594827 14.2854183, 120.9594869 14.2853818, 120.9595216 14.2850789, 120.9594856 14.285075, 120.9594915 14.285024, 120.9594946 14.2849974, 120.9594981 14.2849671, 120.9581815 14.2848572, 120.9566071 14.2847259, 120.9563246 14.2850707, 120.9562601 14.2850982, 120.9559373 14.2856266, 120.9560396 14.2856829, 120.9576045 14.2857384, 120.9586892 14.2857757, 120.9594309 14.2858169, 120.9594469 14.2856635))"
,,industrial,"POLYGON ((120.9570043 14.2856429, 120.9570821 14.2849515, 120.9568461 14.2849151, 120.9568085 14.2851932, 120.9567066 14.2851906, 120.9566744 14.2853804, 120.9562399 14.28537, 120.9562292 14.2856247, 120.9570043 14.2856429))"
,,industrial,"POLYGON ((120.9593504 14.2855147, 120.958745 14.2854594, 120.9587554 14.2853522, 120.9593862 14.2854099, 120.95942 14.2850629, 120.9587416 14.2850008, 120.9587327 14.2850919, 120.9582023 14.2850434, 120.9581764 14.28531, 120.9580684 14.2853002, 120.9580392 14.2855989, 120.9580354 14.2856384, 120.9593269 14.2857566, 120.9593504 14.2855147))"
,,industrial,"POLYGON ((120.9579903 14.2856976, 120.9579994 14.2856055, 120.9577404 14.2855816, 120.9577313 14.2856737, 120.9579903 14.2856976))"
,industrial,,"POLYGON ((120.9712918 14.2377755, 120.9712502 14.2382513, 120.9721662 14.2383462, 120.9722122 14.2380258, 120.9722326 14.237884, 120.9712918 14.2377755))"
,industrial,,"POLYGON ((120.9732927 14.238844, 120.9724811 14.2387512, 120.9724416 14.2395177, 120.9739257 14.2396272, 120.9737916 14.2392294, 120.9736533 14.2388253, 120.9732927 14.238844))"
17039302,industrial,,"POLYGON ((120.9725573 14.2548827, 120.9730682 14.2549836, 120.9733698 14.2549922, 120.9734865 14.2547582, 120.9735047 14.2547217, 120.9735187 14.2546795, 120.9733436 14.254636, 120.9733752 14.2545138, 120.9726555 14.2543633, 120.9725573 14.2548827))"
,industrial,,"POLYGON ((120.9661511 14.25485, 120.9677408 14.2550836, 120.9676307 14.2545673, 120.9662171 14.2543643, 120.9661511 14.25485))"
17100854,industrial,,"POLYGON ((120.9717799 14.2549064, 120.9715707 14.2553757, 120.9719838 14.2554575, 120.9721046 14.2548803, 120.9721472 14.2548345, 120.9722087 14.2548104, 120.9725573 14.2548827, 120.9726555 14.2543633, 120.9719274 14.254211, 120.9717799 14.2549064))"
17100857,industrial,,"POLYGON ((120.9724734 14.2555545, 120.9726104 14.2549572, 120.9724051 14.2549136, 120.9721997 14.25487, 120.9721555 14.2548998, 120.9720351 14.2554677, 120.9724734 14.2555545))"
17100853,industrial,,"POLYGON ((120.9724734 14.2555545, 120.972916 14.2556421, 120.973059 14.2550484, 120.9726104 14.2549572, 120.9724734 14.2555545))"
13490365,industrial,,"POLYGON ((120.9712592 14.257967, 120.9711311 14.2581873, 120.9713859 14.2583646, 120.9715347 14.2581488, 120.9712592 14.257967))"
13490362,industrial,,"POLYGON ((120.9696736 14.2581477, 120.9695122 14.2586225, 120.9697495 14.2587694, 120.9700367 14.2582742, 120.969696 14.2580819, 120.9696736 14.2581477))"
13490369,industrial,,"POLYGON ((120.9681143 14.2611845, 120.967733 14.2617494, 120.9676319 14.2620097, 120.9674737 14.2622697, 120.9671572 14.262696, 120.9676262 14.2626868, 120.9684686 14.2626703, 120.9685593 14.2622416, 120.9691337 14.2623352, 120.9691716 14.2621908, 120.9692152 14.2620356, 120.9692687 14.2618882, 120.9693211 14.2617601, 120.969404 14.261593, 120.9687867 14.2612131, 120.9682985 14.2609738, 120.9681143 14.2611845))"
13490367,industrial,,"POLYGON ((120.9687913 14.2626718, 120.9688379 14.2624903, 120.9690894 14.2625039, 120.9691198 14.262388, 120.9691337 14.2623352, 120.9685593 14.2622416, 120.9684686 14.2626703, 120.9687913 14.2626718))"
17120209,industrial,,"POLYGON ((120.9683166 14.2667185, 120.9682754 14.2669219, 120.9687122 14.267005, 120.9687671 14.2667338, 120.9683304 14.2666507, 120.9683166 14.2667185))"
,,industrial,"POLYGON ((120.9678227 14.2695272, 120.9678817 14.2693518, 120.9677719 14.2693171, 120.9677129 14.2694926, 120.9678227 14.2695272))"
,,industrial,"POLYGON ((120.9684871 14.269797, 120.9686886 14.2691998, 120.9682413 14.269058, 120.9680399 14.2696553, 120.9684871 14.269797))"
,industrial,,"POLYGON ((120.9675844 14.2696363, 120.9675687 14.2696916, 120.9677094 14.2697364, 120.9678948 14.2698732, 120.9684355 14.269984, 120.9687799 14.2691298, 120.9681255 14.2689764, 120.9680137 14.2693527, 120.9677005 14.2692638, 120.9676063 14.2695718, 120.9675844 14.2696363))"
13342132,industrial,,"POLYGON ((120.9665454 14.2713083, 120.9666196 14.2711508, 120.9667889 14.2708163, 120.9665627 14.2707228, 120.9663936 14.2706537, 120.965769 14.2710762, 120.9665454 14.2713083))"
13342131,industrial,,"POLYGON ((120.9651795 14.271601, 120.966233 14.2719254, 120.9664639 14.2714658, 120.9665454 14.2713083, 120.965769 14.2710762, 120.9651795 14.271601))"
,,industrial,"POLYGON ((120.9666566 14.2793113, 120.9668562 14.2789808, 120.9662243 14.2786222, 120.9660246 14.2789527, 120.9666566 14.2793113))"
14565775,industrial,,"POLYGON ((120.9712479 14.2835012, 120.9716159 14.2835554, 120.971626 14.283491, 120.9716467 14.283359, 120.9716381 14.2833577, 120.9715523 14.2833451, 120.9715397 14.2833433, 120.9713168 14.2833105, 120.9712787 14.2833048, 120.9712479 14.2835012))"
8165108,industrial,,"POLYGON ((120.9686713 14.2932579, 120.9688202 14.2932216, 120.9689476 14.2932034, 120.9690602 14.2931995, 120.9692493 14.2932086, 120.9692881 14.2931497, 120.9694858 14.2931639, 120.9696523 14.293172, 120.9696872 14.2932079, 120.9702357 14.2932384, 120.9702826 14.2931962, 120.9690254 14.2919713, 120.9685599 14.2920506, 120.9678733 14.2926328, 120.9684862 14.2933346, 120.9686713 14.2932579))"
,,industrial,"POLYGON ((120.9409193 14.2710286, 120.941028 14.2707827, 120.9409413 14.2707466, 120.9411361 14.2703062, 120.9410305 14.2702623, 120.9411288 14.2700401, 120.9410278 14.2699982, 120.9411423 14.2697392, 120.9410842 14.269715, 120.9411683 14.269525, 120.9407518 14.269352, 120.9401514 14.2707097, 120.9409193 14.2710286))"
,industrial,,"POLYGON ((120.9418469 14.2712867, 120.9436768 14.2709264, 120.9440037 14.2703686, 120.9431293 14.2696342, 120.9392576 14.2699588, 120.9386003 14.2710933, 120.9418469 14.2712867))"
,,industrial,"POLYGON ((120.9418129 14.2718302, 120.9419837 14.2714274, 120.9414805 14.271227, 120.9413888 14.2714432, 120.9403356 14.2710238, 120.9402564 14.2712105, 120.9418129 14.2718302))"
,,industrial,"POLYGON ((120.9408394 14.2715723, 120.9404302 14.2714095, 120.9398848 14.2726973, 120.9402939 14.2728601, 120.9408394 14.2715723))"
,,industrial,"POLYGON ((120.9407773 14.2730462, 120.9413153 14.2717627, 120.9408963 14.2715977, 120.9403583 14.2728812, 120.9407773 14.2730462))"
13371388,industrial,,"POLYGON ((120.9401737 14.2708655, 120.9401573 14.2709057, 120.9401406 14.2709468, 120.9400585 14.2709352, 120.9399875 14.2709623, 120.9388556 14.2736766, 120.9386611 14.2741314, 120.9386699 14.2741982, 120.9387197 14.2742471, 120.9400588 14.2747653, 120.9400261 14.2742798, 120.9415983 14.2742558, 120.941541 14.2736684, 120.9420846 14.2711587, 120.9413992 14.2711388, 120.9413206 14.271322, 120.9409147 14.2711604, 120.9401737 14.2708655))"
,,industrial,"POLYGON ((120.941736 14.2726348, 120.9416227 14.272589, 120.9414299 14.2730375, 120.9415432 14.2730832, 120.941736 14.2726348))"
,,industrial,"POLYGON ((120.9414394 14.2733373, 120.9415292 14.2731293, 120.9414086 14.2730804, 120.9413189 14.2732884, 120.9414394 14.2733373))"
,,industrial,"POLYGON ((120.9472594 14.2795528, 120.9472191 14.2797817, 120.9472962 14.2797945, 120.9472793 14.2798731, 120.9480089 14.2798706, 120.9480598 14.2796814, 120.9472594 14.2795528))"
,,industrial,"POLYGON ((120.9417298 14.288027, 120.9418384 14.2877433, 120.9415997 14.2876575, 120.9414911 14.2879413, 120.9417298 14.288027))"
,,industrial,"POLYGON ((120.9575468 14.2856413, 120.9575415 14.2855769, 120.9573447 14.2855922, 120.9573549 14.285714, 120.9575515 14.2856987, 120.9575468 14.2856413))"
8610988,industrial,,"POLYGON ((120.9593962 14.2861091, 120.9594309 14.2858169, 120.9586892 14.2857757, 120.9586812 14.285971, 120.9588167 14.2859758, 120.958845 14.2859569, 120.9588746 14.2859523, 120.9589105 14.2859635, 120.958932 14.2859845, 120.9589429 14.286013, 120.9589411 14.2860412, 120.9589219 14.2861021, 120.959394 14.2861282, 120.9593962 14.2861091))"
8087614,industrial,,"POLYGON ((120.9593469 14.2865308, 120.9593876 14.2861837, 120.9591548 14.2861608, 120.9591154 14.286505, 120.9593469 14.2865308))"
,,industrial,"POLYGON ((120.9594956 14.2896173, 120.9594983 14.2895379, 120.9593541 14.2895332, 120.9593513 14.2896126, 120.9594956 14.2896173))"
8536122,industrial,,"POLYGON ((120.9592401 14.2896827, 120.9592298 14.28999, 120.9595261 14.2899951, 120.959532 14.289437, 120.9592491 14.289434, 120.9592401 14.2896827))"
,,industrial,"POLYGON ((120.9594944 14.2899885, 120.9594989 14.289806, 120.959257 14.2898004, 120.9592525 14.289983, 120.9594944 14.2899885))"
,,industrial,"POLYGON ((120.9567744 14.2957732, 120.9568061 14.2956829, 120.9565899 14.2956115, 120.9565581 14.2957018, 120.9567744 14.2957732))"
10243843,industrial,,"POLYGON ((120.956159 14.2963784, 120.9561018 14.2964828, 120.956233 14.2965262, 120.9563435 14.2965627, 120.9565133 14.2963098, 120.9563907 14.2962415, 120.9562701 14.2961785, 120.956159 14.2963784))"
15700951,industrial,,"POLYGON ((120.9653808 14.2961528, 120.9652949 14.2963712, 120.9651622 14.2965739, 120.9649725 14.2968143, 120.9658992 14.2968129, 120.9659355 14.2967421, 120.9659542 14.2967057, 120.9659421 14.2966986, 120.9659605 14.2966654, 120.9661525 14.2963182, 120.9659202 14.296215, 120.9654069 14.2959871, 120.9653808 14.2961528))"
,,industrial,"POLYGON ((120.9575964 14.2968091, 120.957854 14.2961875, 120.9574845 14.2960059, 120.9571136 14.2965745, 120.9575964 14.2968091))"
,,industrial,"POLYGON ((121.0079332 14.2599941, 121.0078199 14.2596343, 121.0077838 14.259645, 121.0077706 14.2596028, 121.0077275 14.2596156, 121.0078539 14.2600176, 121.0079332 14.2599941))"
,,industrial,"POLYGON ((121.0053579 14.2610323, 121.0053332 14.2609554, 121.0055108 14.2609018, 121.005333 14.2603481, 121.0040438 14.2607372, 121.0042465 14.2613679, 121.0053579 14.2610323))"
,,industrial,"POLYGON ((121.0052718 14.2613364, 121.0056555 14.2612213, 121.0055956 14.2610191, 121.0049634 14.2611993, 121.005026 14.2613833, 121.0052718 14.2613364))"
,industrial,,"POLYGON ((121.0061934 14.266583, 121.0061853 14.2647145, 121.0051539 14.2646179, 121.0050748 14.2646105, 121.0050534 14.264231, 121.0005526 14.2639841, 121.000521 14.2634266, 120.9972978 14.2629209, 120.9976597 14.2639374, 120.9974021 14.2640335, 120.9954715 14.2652849, 120.9953767 14.2654099, 120.9953398 14.2656517, 120.995033 14.2663221, 120.9943232 14.2675831, 120.9942696 14.2690804, 120.994688 14.270588, 120.9957287 14.2701825, 120.9994276 14.2677735, 120.9989662 14.266978, 120.9989769 14.2667493, 120.9985424 14.2662762, 120.9984512 14.2660734, 120.9983279 14.266063, 120.9979577 14.2654287, 120.9982581 14.2654183, 120.9983761 14.265044, 120.9981401 14.2649296, 120.998065 14.2645241, 120.9983967 14.2643184, 121.0002396 14.2645487, 121.0005511 14.2650246, 121.0000759 14.2650093, 121.0001023 14.2655671, 121.0004877 14.2660379, 121.0007623 14.2660328, 121.0013326 14.2662221, 121.0015755 14.266785, 121.0019462 14.2671108, 121.002205 14.267382, 121.0021522 14.2676737, 121.0022261 14.267904, 121.0023739 14.2679858, 121.0024531 14.2681803, 121.0053464 14.2683586, 121.0059526 14.2684574, 121.0061934 14.266583))"
,,industrial,"POLYGON ((121.0079217 14.2702274, 121.007933 14.2696247, 121.0077366 14.2696212, 121.0077253 14.2702239, 121.0079217 14.2702274))"
,,industrial,"POLYGON ((121.0081296 14.2702325, 121.0081296 14.2696216, 121.0079472 14.2696242, 121.0079217 14.2702274, 121.0081296 14.2702325))"
,,industrial,"POLYGON ((121.0076827 14.2700822, 121.007688 14.2698327, 121.0066586 14.2698119, 121.0066533 14.2700614, 121.0076827 14.2700822))"
,,industrial,"POLYGON ((121.0080048 14.2703144, 121.0080057 14.2702336, 121.0077469 14.270231, 121.007746 14.2703118, 121.0080048 14.2703144))"
,,industrial,"POLYGON ((121.0078791 14.2714615, 121.0069865 14.2714454, 121.0069777 14.2717176, 121.0078649 14.2717518, 121.0078791 14.2714615))"
,,industrial,"POLYGON ((121.0078649 14.2717518, 121.0069777 14.2717176, 121.0069636 14.2719533, 121.0078588 14.2719797, 121.0078649 14.2717518))"
,,industrial,"POLYGON ((120.976889 14.2520975, 120.976893 14.2520332, 120.9767761 14.2520263, 120.9767776 14.2520037, 120.9766127 14.2519939, 120.9766072 14.2520809, 120.976889 14.2520975))"
,,industrial,"POLYGON ((120.9778237 14.2521532, 120.9778311 14.2520325, 120.9773284 14.2520037, 120.9773294 14.2519871, 120.9769086 14.251963, 120.9769003 14.2521003, 120.9778237 14.2521532))"
,,industrial,"POLYGON ((120.9868227 14.2520441, 120.9868105 14.2519933, 120.9866495 14.2520353, 120.9866563 14.2520601, 120.9866066 14.252073, 120.9865983 14.2520431, 120.986497 14.2520695, 120.9865123 14.2521261, 120.9868227 14.2520441))"
,,industrial,"POLYGON ((120.9785836 14.2521861, 120.9785918 14.252062, 120.9783482 14.2520469, 120.97834 14.252171, 120.9785836 14.2521861))"
,industrial,,"POLYGON ((120.9862545 14.252789, 120.9856659 14.2527992, 120.9856478 14.253323, 120.9867373 14.2532868, 120.9865589 14.2527643, 120.9862545 14.252789))"
16252995,industrial,,"POLYGON ((120.9792939 14.2784249, 120.9791769 14.2785624, 120.9795805 14.2786416, 120.9791846 14.2799225, 120.9792199 14.2799284, 120.9800597 14.2800688, 120.9800364 14.2794215, 120.9800211 14.2789988, 120.980055 14.2785282, 120.980205 14.277769, 120.9794807 14.2776307, 120.9792939 14.2784249))"
,,industrial,"POLYGON ((120.9771867 14.289594, 120.9772123 14.28948, 120.9767399 14.2893802, 120.9767143 14.2894942, 120.9771867 14.289594))"
,,industrial,"POLYGON ((120.9765653 14.2900537, 120.9766795 14.2900783, 120.9767849 14.2896188, 120.9766804 14.2895963, 120.9767324 14.2893695, 120.9765867 14.2893381, 120.9763799 14.2902394, 120.976516 14.2902688, 120.9765653 14.2900537))"
14760582,industrial,,"POLYGON ((120.9767046 14.2903828, 120.9767468 14.2903809, 120.9768375 14.2903765, 120.9773842 14.290353, 120.9774439 14.2900111, 120.977534 14.289495, 120.9765731 14.2893201, 120.9763177 14.2903998, 120.9767046 14.2903828))"
,,industrial,"POLYGON ((120.976623 14.2903573, 120.9766804 14.2901236, 120.976566 14.2900972, 120.9765086 14.2903309, 120.976623 14.2903573))"
,,industrial,"POLYGON ((121.0078588 14.2719797, 121.0069636 14.2719533, 121.0069441 14.2722229, 121.0078474 14.2722701, 121.0078588 14.2719797))"
,,industrial,"POLYGON ((121.0066576 14.2745379, 121.0085888 14.2750889, 121.0088356 14.2743611, 121.0068614 14.2737996, 121.0066576 14.2745379))"
,industrial,,"POLYGON ((121.0067625 14.2764733, 121.0068842 14.2765584, 121.0070075 14.2765629, 121.0094401 14.274707, 121.0094944 14.2745667, 121.0065888 14.2737229, 121.0065005 14.2754543, 121.0064349 14.2758002, 121.0063559 14.2761178, 121.0064013 14.2762684, 121.0064806 14.2765853, 121.0067625 14.2764733))"
,,industrial,"POLYGON ((121.0007453 14.2767895, 121.0009597 14.2767136, 121.0009799 14.2767672, 121.0011709 14.2766996, 121.0010943 14.2764961, 121.0011451 14.2764782, 121.0010495 14.2762244, 121.0005932 14.2763859, 121.0007453 14.2767895))"
,,industrial,"POLYGON ((121.0012016 14.2769751, 121.0012261 14.2770728, 121.001327 14.2770464, 121.00127 14.2768414, 121.0009429 14.2769771, 121.0009833 14.2770672, 121.0012016 14.2769751))"
